source_site,job_title,institution,department_or_school,country,city_or_region,rank_type,area_specialization,contract_type,teaching_expectations,research_expectations,posted_date,deadline_or_review_date,salary_currency,salary_range,job_url,combined_urls,id,consortium_member,confidence
HigherEdJobs,Part-time Lecturer - Criminology,The University of Texas at Dallas,Department of Criminology,United States,"Dallas, TX",Other,Criminology,,,,2026-07-24,Open until filled,,,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179509160,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179509160,463,,
ASC,Assistant Professor of Criminal Justice,UA Little Rock,Department of Criminal Justice,United States,"Little Rock, AR",Assistant Professor,Open,,,,2026-07-24,Open until filled,,,https://ualr.edu/humanresources,https://ualr.edu/humanresources,401,,
ASC,Postdoctoral Fellowship,Indiana University,Criminology & Criminal Justice; Psychological and Brain Sciences,United States,"Bloomington, IN",Postdoctoral,"Criminology/Criminal Justice, Psychological and Brain Sciences",,,,2026-07-24,2026-10-15,,,https://indiana.peopleadmin.com/postings/33579,https://indiana.peopleadmin.com/postings/33579,400,,
"ASC, HigherEdJobs","Assistant Professor of Criminology, Criminal Justice, and Emergency Management","California State University, Long Beach","School of Criminology, Criminal Justice, and Emergency Management",United States,"Long Beach, CA",Assistant Professor,"Open (Criminology, Criminal Justice, Emergency Management)",,,,2026-07-24,Open until filled,,,https://csucareers.calstate.edu/mob/cw/en-us/job/560229/assistant-professor-of-criminology-criminal-justice-and-emergency-management,"https://csucareers.calstate.edu/mob/cw/en-us/job/560229/assistant-professor-of-criminology-criminal-justice-and-emergency-management, https://www.higheredjobs.com/faculty/details.cfm?JobCode=179508272",399,,
jobs.ac.uk,Assistant Professor in Criminology - Teaching and Curriculum Leadership (Fixed Term),University of Nottingham,School of Sociology and Social Policy,United Kingdom,Nottingham,Assistant Professor,Criminology - Teaching and Curriculum Leadership,,,,2026-07-23,2026-08-23,,,https://www.jobs.ac.uk/job/DSJ066/assistant-professor-in-criminology-teaching-and-curriculum-leadership-fixed-term,https://www.jobs.ac.uk/job/DSJ066/assistant-professor-in-criminology-teaching-and-curriculum-leadership-fixed-term,470,,
HigherEdJobs,Instructor - Criminal Justice,Community College of Denver,CCD Social and Behavioral Sciences Pathway,United States,"Denver, CO",Other,"Criminal Justice (policing, corrections, and/or law)",,,,2026-07-22,Open until filled,,,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179506852,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179506852,464,,
HigherEdJobs,Assistant Professor of Criminal Justice,Texas A&M University - Central Texas,Department of Social Sciences,United States,"Killeen, TX",Assistant Professor,"Criminal Justice, Homeland Security",,,,2026-07-22,Open until filled,,,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179505598,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179505598,404,,
jobs.ac.uk,Lecturer in Criminology (Research and Teaching),University of Surrey,Department of Sociology,United Kingdom,Guildford,Assistant Professor,Criminology,,,,2026-07-21,2026-08-17,,,https://www.jobs.ac.uk/job/DSI157/lecturer-in-criminology-research-and-teaching,https://www.jobs.ac.uk/job/DSI157/lecturer-in-criminology-research-and-teaching,468,,
HigherEdJobs,R0087910 - Assistant Professor of Criminal Justice,University of Arkansas at Little Rock,School of Criminal Justice and Criminology,United States,"Little Rock, AR",Assistant Professor,Open specialization in Criminology/Criminal Justice,,,,2026-07-21,Open until filled,,,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179505119,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179505119,405,,
ASC,Assistant Professor (Tenure Track) - Criminology (2027-2028),DePaul University,Department of Criminology,United States,"Chicago, IL",Assistant Professor,Criminology (open),,,,2026-07-21,2026-09-15,,,https://academics.depaul.edu/faculty-jobs/Pages/position-detail.aspx?dpusearchbyid=921297,https://academics.depaul.edu/faculty-jobs/Pages/position-detail.aspx?dpusearchbyid=921297,402,,
HigherEdJobs,Assistant Professor (Tenure Track) - Criminology (27-28),DePaul University,Criminology Department,United States,"Chicago, IL",Assistant Professor,Criminology,,,,2026-07-18,2026-09-15,,,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179503571,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179503571,407,,
HigherEdJobs,"Faculty, Criminal Justice (Security Management), Full-Time, Tenure-Track",Salem State University,Criminal Justice Department,United States,"Salem, MA",Assistant Professor,Security Management / Homeland Security,,,,2026-07-18,Open until filled,,,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179504056,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179504056,406,,
"ACJS, ASC",Assistant Professor - Law and Technology,San Jose State University,Department of Justice Studies,United States,"San Jose, CA",Assistant Professor,"Law and Technology, cybersecurity, digital forensics",,,,2026-07-16,2026-10-15,,,https://careers.acjs.org/job/assistant-professor-law-and-technology/85140316/,"https://careers.acjs.org/job/assistant-professor-law-and-technology/85140316/, https://www.sjsu.edu/",378,,
"ACJS, ASC","Director, Criminal Justice and Criminology",Texas State University,School of Criminal Justice and Criminology,United States,"San Marcos, TX",Other,Criminal Justice/Criminology (director/administrative),,,,2026-07-16,Open until filled,,,https://careers.acjs.org/job/director-criminal-justice-and-criminology/85140880/,"https://careers.acjs.org/job/director-criminal-justice-and-criminology/85140880/, https://jobs.hr.txstate.edu/postings/57527",365,,
HigherEdJobs,Quattrone Center Research Fellow,University of Pennsylvania,"Quattrone Center for the Fair Administration of Justice, Carey Law School",United States,"Philadelphia, PA",Postdoctoral,"Criminal justice reform, wrongful convictions research",,,,2026-07-15,2026-12-31,,,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179498852,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179498852,408,,
HigherEdJobs,"Instructor/Assistant Professor, Criminal Justice",Murray State University,Department of Criminal Justice,United States,"Murray, KY",Assistant Professor,Criminal Justice / Criminology,,,,2026-07-15,Open until filled,,,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179500573,https://www.higheredjobs.com/faculty/details.cfm?JobCode=179500573,383,,
ASC,Tenure-Track Assistant Professor in the Department of Sociology,The University of Hong Kong,Department of Sociology,Hong Kong,Hong Kong,Assistant Professor,"Sociology, Criminology, Anthropology or a related field",,,,2026-07-15,2026-09-30,,,https://jobs.hku.hk/en/job/536796/tenuretrack-assistant-professor-in-the-department-of-sociology,https://jobs.hku.hk/en/job/536796/tenuretrack-assistant-professor-in-the-department-of-sociology,379,,
"ASC, HigherEdJobs",Director of the School of Criminology and Criminal Justice,University of Nebraska Omaha,School of Criminology and Criminal Justice,United States,"Omaha, NE",Other,Criminology and Criminal Justice,,,,2026-07-13,Open until filled,,,https://www.unomaha.edu/,"https://www.unomaha.edu/, https://www.higheredjobs.com/faculty/details.cfm?JobCode=179497128",358,,
"ASC, HigherEdJobs","Assistant Professor, Department of Criminal Justice (COURTS)","California State University, Fullerton",Department of Criminal Justice,United States,"Fullerton, CA",Assistant Professor,Courts,,,,2026-07-10,2026-09-10,,,https://csucareers.calstate.edu/en-us/job/559725/assistant-professor-department-of-criminal-justice-courts,"https://csucareers.calstate.edu/en-us/job/559725/assistant-professor-department-of-criminal-justice-courts, https://www.higheredjobs.com/faculty/details.cfm?JobCode=179495348",359,,
ASC,"Assistant Professor, Criminal Justice",Clemson University,"Department of Sociology, Anthropology, and Criminal Justice",United States,"Clemson, SC",Assistant Professor,Open within criminology and criminal justice,,,,2026-07-07,2026-08-31,,,https://apply.interfolio.com/186091,https://apply.interfolio.com/186091,363,,
TSPA,"Staff Product Manager, AI Safety",Pinterest,,United States,"San Francisco, CA; Remote",Other,Program/Product Management,,,,2026-07-06,,,,https://www.pinterestcareers.com/jobs/7718015/staff-product-manager-ai-safety/,https://www.pinterestcareers.com/jobs/7718015/staff-product-manager-ai-safety/,353,,
TSPA,Head of Youth Safety & Well-being Policy – Trust and Safety,TikTok,,United States,"New York, NY",Other,Policy,,,,2026-07-06,,,,https://lifeattiktok.com/search/7631711297880525109,https://lifeattiktok.com/search/7631711297880525109,350,,
TSPA,Product Manager – Trust & Safety,Pixalate,,Singapore,Singapore,Other,Program/Product Management,,,,2026-07-06,,,,https://pixalate.applytojob.com/apply/6s6sZIUCJA,https://pixalate.applytojob.com/apply/6s6sZIUCJA,344,,
TSPA,Trust and Safety Specialist,Fansly,,United States,Remote,Other,Trust and Safety,,,,2026-07-06,,,,https://fansly.applytojob.com/apply/kgkF76DvyE/Trust-And-Safety-Specialist,https://fansly.applytojob.com/apply/kgkF76DvyE/Trust-And-Safety-Specialist,338,,
TSPA,"Senior Product Manager, Trust & Safety, Integrity and Fraud",DoorDash,,United States,"San Francisco, CA; Seattle, WA; New York, NY; Chicago, IL",Other,Program/Product Management,,,,2026-07-06,,,,https://job-boards.greenhouse.io/doordashusa/jobs/7071290,https://job-boards.greenhouse.io/doordashusa/jobs/7071290,336,,
jobs.ac.uk,Postdoctoral Research Associate,University of Oxford,Department of Sociology,United Kingdom,Oxford,Postdoctoral,Cybercrime / Youth Hacking,,,,2026-07-01,2026-09-01,,,https://www.jobs.ac.uk/job/DSC583/postdoctoral-research-associate,https://www.jobs.ac.uk/job/DSC583/postdoctoral-research-associate,472,,
TSPA,Abuse Investigator,OpenAI,,United States,"New York, NY; Remote",Other,Trust and Safety,,,,2026-05-12,,,,https://jobs.ashbyhq.com/openai/49a16d46-bf3e-4806-a8af-a0e48c26336c,https://jobs.ashbyhq.com/openai/49a16d46-bf3e-4806-a8af-a0e48c26336c,114,,
